###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
33B208C0;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
33B899C9;Famicom;BANDAI-FCG-1;DORAGON2B;FCG-1;16;128;128;0;0;0;0;h;1;;4;;
33C5DF92;Dendy;;;;195;512;256;8;0;0;0;h;1;;0;;
33CE3FF0;Famicom;;;;85;512;;8;0;8;1;;;;;;
33DB45BA;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
33F84EB9;Ntsc;;;;1;256;16;0;0;0;0;h;1;;0;;
33FB8A12;Playchoice;;;;4;128;128;0;0;0;0;h;1;;0;;
340341AE;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
340713DD;Ntsc;;;;4;256;128;0;0;8;1;h;1;;0;;
3417EC46;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;2;;2;;
342566B8;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
342727B1;Famicom;TAITO-X1-005;UNK-TAITO-KR-14;X1-005;80;128;128;0;0;0;0;h;1;;0;;
343611E3;Dendy;;;;4;128;128;0;0;8;1;h;1;;0;;
3439D140;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
343C7BB0;Ntsc;TENGEN-800008;800008-01 REV B;;148;32;16;0;0;0;0;v;1;;0;;
3446EAE7;Ntsc;;;;34;64;0;8;0;0;0;v;2;;2;;
34540318;Ntsc;;;;1;128;0;8;0;8;1;h;1;;0;;
345D3A1A;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVC;;11;64;64;0;0;0;0;v;1;;0;;
345EE51A;Dendy;;;;245;1024;0;8;0;8;1;h;1;;0;;
34629104;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
34797DC8;Ntsc;;;;114;256;256;0;0;0;0;h;1;;0;;
3488A174;Ntsc;;;;0;16;8;0;0;0;0;v;8;;0;;
348D3FF1;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
3491253E;Ntsc;;;;4;128;256;0;0;8;1;h;1;;0;;
34AC5AE9;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
34BB757B;Pal;NES-SNROM;NES-SNROM-05;MMC1B2;1;128;0;8;8;0;0;h;2;;0;;
34C1E893;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
34C22E01;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
34DDF806;Famicom;;;;150;32;32;0;0;0;0;h;1;;0;;
34DEBDFD;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;128;0;8;0;8;1;h;1;;0;;
34EAB034;Ntsc;NES-TLROM;NES-TLROM-02;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
34F94A8C;Ntsc;;;;4;32;8;0;8;0;0;h;1;;0;;
350D835E;Ntsc;NES-CNROM;NES-CN-ROM-256-01;;3;32;32;0;0;0;0;v;1;;2;;
35193823;Playchoice;;;;4;128;64;0;0;0;0;4;1;;0;;
351DD533;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
3532A114;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
353E6277;Ntsc;;;;303;128;0;8;8;0;0;h;1;;0;;
35476E87;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
356A16E9;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
356D5AB2;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3571D77F;Ntsc;;;;228;256;128;0;0;0;0;h;1;;0;;
358E29DD;Pal;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
35B01FE1;Dendy;;;;268;256;256;0;0;0;0;h;1;;0;;
35B6FEBF;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
35C41CD4;Ntsc;NES-SJROM;NES-SJROM-02;MMC1B2;1;128;32;0;8;0;0;h;1;;0;;
35C596B6;Dendy;;;;4;128;128;0;0;0;0;h;1;;0;;
35C6F574;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
35D8C961;Famicom;NAMCOT-163;LROG044-01;163;19;128;128;0;0;0;0;h;1;;5;;
35DA0A07;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
35EFF4ED;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
35EFFD0E;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
36024195;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
360AA8B4;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
362000F0;Famicom;;;;90;256;512;0;0;0;0;h;1;;0;;
36584C96;Famicom;;;;4;256;128;0;0;0;0;h;1;;0;;
3674FFDB;Famicom;;;;1;256;;8;0;0;0;;;;;;
367566CE;Ntsc;;;;1;256;0;8;0;0;0;h;1;;0;;
36893B11;VT03;;;;256;32;0;0;0;0;0;h;1;;0;;
368C19A8;Dendy;;;;34;128;0;8;0;0;0;v;38;;2;;
368C3A96;Ntsc;;;;4;512;0;8;0;0;0;h;1;;0;;
3690FEDC;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3691C120;Famicom;JALECO-JF-40;JF-40;SS88006;18;256;128;0;0;8;1;h;1;;0;;
369DA42D;Famicom;NAMCOT-163;60-16;163;19;128;128;0;0;8;1;h;1;;5;;
36B35988;Ntsc;AVE-MB-91;MB-91«J»;;79;32;32;0;0;0;0;v;1;;0;;
36C360FA;Ntsc;;;;30;512;0;32;0;0;1;v;1;;0;;
36C3B13A;Pal;NES-UNEPROM;NES-UNEPROM-01;;2;128;0;8;0;0;0;v;1;;2;;
36CA3102;Ntsc;;;;4;256;256;0;0;0;0;4;1;;0;;
36D22AD5;Ntsc;;;;25;256;256;0;0;8;1;h;1;;3;;
36DE88E7;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
36ECDE11;Famicom;;;;197;128;512;0;0;0;0;h;1;;0;;
36F3E5FA;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
3704C1B9;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
37088EFF;Ntsc;NES-TKROM;NES-TKROM-10;MMC3C;4;512;256;0;0;8;1;h;1;;0;;
370CEB65;Famicom;BANDAI-74*161/161/32;BA 迷路;;70;128;128;0;0;0;0;v;14;;0;;
37138039;Ntsc;NES-ANROM;NES-ANROM-01;;7;128;0;8;0;0;0;h;1;;1;;
3719A26D;Famicom;NAMCOT-3407;027-00;109;206;32;32;0;0;0;0;h;1;;0;;
37290B20;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
37313A4B;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
37397194;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
37420AB7;Ntsc;;;;295;1024;0;8;0;0;0;h;1;;0;;
3747CD0B;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
376138D8;Famicom;;;;33;128;256;;0;0;0;;;;;;
376605B6;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
376C9FCC;Ntsc;;;;2;128;0;8;0;0;0;h;1;;2;;
377ECFD6;Dendy;;;;249;256;256;0;0;8;1;h;1;;0;;
377FDB36;Dendy;;;;176;1024;0;8;0;32;1;h;1;;0;;
37876AC7;Ntsc;;;;215;1024;1024;0;0;0;0;h;1;;0;;
37A5EB52;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
37B37276;Dendy;;;;241;1024;0;8;0;8;1;h;1;;0;;
37B62D04;Famicom;HVC-TKSROM;HVC-TKSROM-01;MMC3B;118;256;128;0;0;8;1;h;1;;0;;
37B6D70D;Dendy;;;;4;128;128;0;0;0;0;h;1;;0;;
37BA3261;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
37C474D5;Ntsc;NES-UNROM;NES-UN-ROM-04;;2;128;0;8;0;0;0;v;1;;2;;
37CB1801;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;h;1;;2;;
37D0FB06;VT02;;;;270;65536;0;8;8;0;0;h;42;;2;;
37E24797;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3C;4;128;128;0;0;0;0;h;3;;0;;
37F59450;Famicom;HVC-UNROM;HVC-UNROM-01;;2;128;0;8;0;0;0;v;1;;2;;
37FD1FD5;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3824F7A5;Pal;NES-SEROM;NES-SEROM-04;MMC1B2;1;32;32;0;0;0;0;h;1;;5;;
38336451;Ntsc;;;;3;32;32;0;0;0;0;h;1;;2;;
3836EEAC;Famicom;HVC-SNROM;HVC-SNROM-05;MMC1A;1;128;0;8;0;8;1;h;1;;0;;
383CABBF;Ntsc;NES-TQROM;NES-TQROM-01;MMC3B;119;128;64;8;0;0;0;h;1;;0;;
38431BF6;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
38645C11;Famicom;;;;3;32;32;;0;0;0;v;;;;;
3868A96B;Ntsc;;;;304;40;8;0;0;0;0;v;1;;0;;
3869DB94;Dendy;;;;162;2048;0;8;0;8;1;h;1;;0;;
3869E598;Ntsc;NES-UNROM;NES-UNROM-08;;2;128;0;8;0;0;0;v;1;;2;;
386FEA13;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
3877CE9E;Famicom;;;;2;128;;8;0;0;0;v;;;;;
387A616E;Playchoice;;;;4;256;128;;8;0;0;;;;;;
387D3408;Ntsc;;;;2;512;0;8;0;0;0;v;1;;1;;
38810A91;Famicom;HVC-NROM-256;3I;;0;32;8;0;0;0;0;v;32;;0;;
38946C43;Ntsc;NES-CNROM;NES-CNROM-07;;3;32;32;0;0;0;0;v;1;;2;;
38971147;Famicom;;;;4;256;128;;0;0;0;;;;;;
389F40BD;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
38B590E4;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
38B9DC71;Ntsc;;;;3;32;24;0;0;0;0;h;1;;2;;
38BFC03C;Famicom;HVC-UNROM;HVC-UNROM-10;;2;128;0;8;0;0;0;h;1;;2;;
38C1D042;VsSystem;;;;99;64;16;0;0;2;1;4;4;;0;5;2
38D314DB;Famicom;;;;4;128;256;;8;0;0;;;;;;
38DC5970;Dendy;;;;241;1024;0;8;0;8;1;h;1;;0;;
38DE7053;Pal;NES-UNROM;NES-UN-ROM-04;;2;128;0;8;0;0;0;v;1;;2;;
38EF66B5;Ntsc;;;;87;32;16;0;0;0;0;v;1;;0;;
38EFFD3E;Dendy;;;;176;256;256;0;0;32;1;h;1;;0;;
38F43951;Ntsc;;;;74;512;256;2;0;8;1;h;1;;0;;
38FBCC85;Ntsc;CAMERICA-BF9093;BIC-48;BF9093;71;256;0;8;0;0;0;v;1;;0;;
3901D467;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
390373DA;Ntsc;;;;83;128;256;0;0;0;0;h;1;;0;;
3907578B;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
391AA1B8;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
39307391;Ntsc;BMC-FK23C;;;176;1024;1024;0;0;0;0;h;1;;1;;
39328BAA;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
393C3B5C;Ntsc;;;;265;512;0;8;0;0;0;h;1;;0;;
394AC7B2;Ntsc;;;;23;256;128;0;8;0;0;h;1;;2;;
394DF2DF;Famicom;;;;4;128;128;;0;0;0;;;;;;
395BE496;Ntsc;;;;3;32;16;0;0;0;0;v;1;;2;;
395D1793;Ntsc;;;;90;512;256;0;0;0;0;h;1;;0;;
3963F12A;Pal;;;;198;640;0;8;4;8;1;h;1;;0;;
396F0D59;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
398B8182;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
399B9390;Ntsc;;;;45;1024;1024;0;8;0;0;h;1;;0;;
39AB0FC7;Ntsc;;;;64;128;256;0;0;0;0;h;1;;0;;
39B68AA3;Famicom;KONAMI-VRC-2;351179;VRC2;23;128;256;0;0;0;0;h;1;;3;;
39B7D24A;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
39BB6616;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
39C26720;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
39D43261;Pal;NES-TKROM;NES-TKROM-10;MMC3B;4;128;256;0;0;8;1;h;1;;0;;
39D74458;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
39F2CE4B;Famicom;HVC-ETROM;HVC-ETROM-01;MMC5;5;256;128;0;8;8;1;h;1;;0;;
39F6AE18;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
39F96B9A;Ntsc;;;;228;512;512;0;0;0;0;h;1;;0;;
39F97047;Ntsc;;;;395;2048;2048;0;0;0;0;h;1;;0;;
3A024B2A;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
3A0965B1;Ntsc;NES-UOROM;NES-UOROM-02;;2;256;0;8;0;0;0;h;1;;2;;
3A1694F9;Famicom;;;;4;128;128;;0;0;0;;3;;;;
3A1CFE21;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
3A20488E;Ntsc;;;;274;2112;0;8;0;0;0;h;42;;0;;
3A33770C;Ntsc;;;;228;32;512;0;0;0;0;h;1;;0;;
3A34900D;Ntsc;;;;1;256;0;8;0;8;1;h;1;;0;;
3A49CF82;Ntsc;;;;5;1024;256;0;8;0;0;h;1;;0;;
3A4D4D10;Pal;NES-PEEOROM;NES-PEEOROM-02;MMC2;9;128;128;0;0;0;0;h;1;;0;;
3A60A9A2;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
3A613060;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
3A6577CD;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
3A8723B9;Ntsc;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3A8F81B0;Famicom;SUNSOFT-1;SUNSOFT-K;Sunsoft-1;184;32;32;0;0;0;0;v;1;;0;;
3A990EE0;Ntsc;CAMERICA-BF9093;BIC-48;BF9093;71;128;0;8;0;0;0;v;1;;0;;
3A9D43C3;Dendy;;;;4;256;256;0;0;0;0;h;1;;0;;
3AC0830A;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3ACA1E86;Ntsc;;;;517;512;0;8;0;0;0;v;1;;0;;
3AE2A150;Ntsc;;;;30;32;0;8;0;0;1;v;1;;0;;
3AE35EC1;Ntsc;;;;176;65536;0;128;0;0;0;h;42;;2;;
3AF644B6;Ntsc;;;;7;256;0;8;0;0;0;h;1;;0;;
3B00B967;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
3B098344;Ntsc;;;;260;512;512;0;0;0;0;h;1;;0;;
3B0F4DB2;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
3B1A7EEF;Famicom;HVC-TLROM;HVC-TLROM-02;MMC3A;4;128;128;0;0;0;0;h;1;;0;;
3B26326E;Dendy;;;;165;512;128;4;0;8;1;h;1;;0;;
3B341B9C;Ntsc;;;;4;128;64;0;0;0;0;h;1;;0;;
3B34D264;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
3B3705A6;Playchoice;;;;3;32;32;;0;0;0;v;;;;;
3B3F88F0;Ntsc;NES-SAROM;NES-SAROM-01;MMC1B2;1;64;16;0;0;8;1;h;1;;0;;
3B752B6C;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
3B7F5B3B;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
3B833CCA;Ntsc;;;;0;32;8;0;0;8;1;v;1;;0;;
3B8C4624;Ntsc;;;;45;1024;1024;0;0;0;0;h;42;;0;;
3B90D11E;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
3BB31E38;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
3BBFF3A6;Famicom;HVC-SJROM;HVC-SJROM-01;MMC1A;1;128;32;0;0;8;1;h;33;;0;;
3BE244EF;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
3BE91A23;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
3BF08F1B;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
3BF55966;Famicom;HVC-CNROM;HVC-CNROM-256K-01;;3;32;32;0;0;0;0;v;1;;2;;
3C047B71;Dendy;;;;58;128;64;0;0;0;0;h;1;;0;;
3C04E8EF;Ntsc;;;;2;128;0;8;0;0;0;v;8;;2;;
3C0C7FFD;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
3C201DCC;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
3C38637D;Ntsc;;;;19;128;128;0;0;0;0;h;1;;5;;
3C43939D;Ntsc;;;;355;32;0;8;0;0;0;v;1;;0;;
3C54A0BF;Famicom;;;;1;128;128;;8;0;0;;;;;;
3C5BE639;Ntsc;;;;2;256;0;8;0;0;0;h;1;;2;;
3C5C81D4;Ntsc;NES-DEROM;NES-DEROM-01;109;206;64;32;0;0;0;0;v;1;;0;;
3C7E38F5;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVA;;11;32;32;0;0;0;0;v;1;;0;;
3C96B1B1;VT02;;;;256;2048;0;0;0;0;0;h;1;;0;;
3C970303;Ntsc;;;;286;128;64;0;0;0;0;h;1;;0;;
3C9DF646;Dendy;;;;176;256;0;8;0;32;1;h;1;;0;;
3CBCFC54;Ntsc;;;;5;16;8;8;0;0;0;h;1;;0;;
3CBE8BDD;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
3CC4AB3C;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3CC530F2;Ntsc;;;;240;128;128;0;0;8;1;h;1;;0;;
3CC55A44;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
3CC9E65A;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
3CCB5D57;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;64;0;0;0;0;h;1;;0;;
3CD15707;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
3CD4B420;Ntsc;;;;33;128;128;0;0;0;0;h;1;;0;;
3CD6BB0E;Famicom;HVC-UNROM;HVC-UNROM-02;;2;128;0;8;0;0;0;v;1;;2;;
3CD8F08F;Ntsc;;;;228;32;512;0;0;0;0;h;1;;0;;
3CF67AEC;Famicom;HVC-UNROM;HVC-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
3CF749DE;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
3CF783AF;Dendy;;;;241;512;0;8;0;8;1;v;1;;0;;
3D0337BA;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3D0996B2;Ntsc;NES-SKROM;NES-SKROM-04;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
3D16979B;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
3D1C3137;Famicom;JALECO-JF-16;JF-16;;78;128;128;0;0;0;0;h;1;;1;;
3D1C4894;Ntsc;NES-TGROM;NES-TGROM-01;MMC3B;4;128;0;8;0;0;0;h;1;;0;;
3D2E6A7B;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3D3FF543;Famicom;;;;79;64;64;0;0;0;0;h;1;;0;;
3D4B64F1;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
3D564757;Ntsc;NES-NROM-256;NES-NROM-256-02;;0;32;8;0;0;0;0;h;1;;0;;
3D57CB40;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
3D5FBD64;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
3D95D866;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;v;1;;2;;
3DA2085E;Famicom;JALECO-JF-18;JF-18;;2;256;0;8;0;0;0;v;1;;2;;
3DBD6DAF;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3DC64CC0;Famicom;;;;2;128;;8;0;0;0;v;;;;;
3DC87582;Ntsc;;;;209;128;128;0;0;0;0;h;1;;0;;
3DC8D856;Dendy;;;;58;128;64;0;0;0;0;h;42;;0;;
3DCADA42;Famicom;HVC-UNROM;HVC-UNROM-04;;2;128;0;8;0;0;0;v;1;;2;;
3DE9BB55;Famicom;;;;2;128;;8;0;0;0;v;;;;;
3DF39CE4;Ntsc;BMC-FK23C;;;176;512;512;0;0;0;0;h;1;;0;;
3E00A373;Famicom;HVC-CNROM;HVC-CNROM-256K-01;;3;32;32;0;0;0;0;v;1;;2;;
3E03466B;Ntsc;;;;2;128;0;8;0;0;0;h;1;;2;;
3E1271D5;Ntsc;AVE-NINA-03;NINA-03 REV. A;;79;32;32;0;0;0;0;v;1;;0;;
3E170708;Ntsc;;;;139;64;16;0;0;0;0;h;1;;0;;
3E463823;Dendy;;;;241;512;0;8;0;8;1;v;1;;0;;
3E470FE0;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3B;4;128;128;0;0;0;0;h;3;;0;;
3E5673E1;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
3E58A87E;Ntsc;NES-SLROM;NES-SLROM-03;MMC1A;1;128;128;0;0;0;0;h;8;;0;;
3E595BD2;Ntsc;;;;0;16;0;8;0;0;0;v;1;;0;;
3E59E951;Ntsc;UNL-RACERMATE;R981-112-00;;168;64;0;32;0;0;1;v;44;;0;;
3E6320D2;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
3E6F0173;Ntsc;;;;4;128;128;0;8;0;0;h;1;;0;;
3E785DC3;Famicom;;;;1;128;128;0;8;0;0;h;1;;0;;
3E81DD67;Ntsc;CAMERICA-BF9093;;;71;64;;8;0;0;0;v;;;;;
3E95BA25;Famicom;NAMCOT-3301;3301;;0;16;8;0;0;0;0;h;1;;0;;
3E9D567B;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
3EAFD012;Ntsc;;;;116;128;512;0;0;0;0;h;1;;0;;
3ECA3DDA;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;256;128;0;0;0;0;h;1;;0;;
3ECDB1F7;Famicom;HVC-UNROM;HVC-UNROM-10;;2;128;0;8;0;0;0;h;1;;2;;
3ED2DD12;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3EDCF7E8;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;256;256;0;0;0;0;h;1;;0;;
3EDD45A6;Ntsc;;;;215;2048;2048;0;0;0;0;h;1;;1;;
3EEA372E;Famicom;;;;189;128;128;0;0;0;0;h;1;;0;;
3EEE9AD8;Dendy;;;;242;256;0;8;0;0;0;h;1;;0;;
3EFF62E4;Famicom;;;;4;256;128;0;0;8;1;h;1;;0;;
3F0C8136;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3F0FD764;Ntsc;NES-SL2ROM;NES-SL2ROM-01;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3F15D20D;Famicom;BANDAI-JUMP2;BA-JUMP2;FCG-3;153;512;0;8;0;8;1;h;1;;0;;
3F20B2B5;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
3F23C194;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
3F2450EA;Ntsc;UNL-SA-016-1M;SA002-72P-1D;;79;32;32;0;0;0;0;h;1;;0;;
3F2B0E2F;Dendy;;;;268;512;0;8;0;8;1;h;1;;1;;
3F2BDA65;Pal;NES-SNROM;NES-SNROM-05;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
3F3B4285;Ntsc;BADROM;;;65000;0;;;0;0;0;;;;;;
3F45C309;Famicom;;;;0;32;8;;0;0;0;v;;;;;
3F56A392;Famicom;HVC-SGROM;HVC-SGROM-03;MMC1B2;1;256;0;8;0;0;0;h;1;;0;;
3F57E040;Ntsc;;;;1;128;0;8;0;0;0;h;1;;0;;
3F5C53AD;Ntsc;;;;79;64;64;0;0;0;0;v;1;;0;;
3F78037C;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
3F7977D5;Ntsc;;;;0;32;0;8;0;0;0;v;1;;0;;
3F7AD415;Famicom;HVC-SOROM;HVC-SOROM-01;MMC1A;1;256;0;8;8;8;1;h;1;;0;;
3F8D6889;Famicom;JALECO-JF-29;JF-29A;D7756C;18;256;128;0;0;0;0;h;1;;0;;
3F9524EC;Ntsc;;;;4;256;128;0;0;8;1;h;1;;0;;
3FA96277;Famicom;HVC-UNROM;HVC-UNROM-01;;2;128;0;8;0;0;0;v;1;;2;;
3FC1DC19;Famicom;;;;3;32;32;0;0;0;0;v;1;;2;;
3FD9420A;Playchoice;;;;0;16;8;0;0;0;0;h;1;;0;;
3FDC2FBE;Ntsc;;;;132;16;8;0;0;0;0;h;1;;0;;
3FE272FB;Ntsc;NES-SNROM;NES-SNROM-01;MMC1;1;128;0;8;0;8;1;h;1;;0;;
3FEA656A;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
3FF04490;Ntsc;;;;1;128;72;0;0;0;0;h;1;;0;;
3FF10E3D;Ntsc;;;;2;128;0;8;0;0;0;h;1;;2;;
3FF36623;Dendy;;;;176;1024;0;8;0;32;1;h;1;;0;;
3FF44F87;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;128;0;8;0;8;1;h;1;;0;;
3FFA5762;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
400858B9;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
401349A8;Ntsc;NES-NROM-128;NES-NROM-128-02;;0;16;8;0;0;0;0;h;1;;0;;
401521F7;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
401EC2C3;Ntsc;;;;4;256;128;0;0;0;0;h;1;;0;;
4022C94E;Pal;NES-UNROM;NES-UNROM-10;;2;128;0;8;0;0;0;v;1;;2;;
4026EED1;Ntsc;;;;268;32768;0;256;0;8;1;h;42;;1;;
4032FA0C;Ntsc;;;;1;32;8;0;8;0;0;h;1;;0;;
40498C2C;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
